Region,Customer Name,Sales,row_number,rank,dense_rank
North,Seher Raja,282750.0,70.0,70.0,70.0
North,Rania Sha,282378.0,71.0,71.0,71.0
North,Dhanush Yogi,281396.0,72.0,72.0,72.0
North,Siya Sathe,280922.6,73.0,73.0,73.0
North,Neelofar Warrior,279892.8,74.0,74.0,74.0
North,Mohanlal Badal,279550.0,75.0,75.0,75.0
North,Ishaan Madan,279183.6,76.0,76.0,76.0
North,Mannat Sodhi,278347.5,77.0,77.0,77.0
North,Lakshay Kurian,277952.0,78.0,78.0,78.0
North,Aaina Maharaj,276288.5,79.0,79.0,79.0
North,Shalv Subramaniam,275673.6,80.0,80.0,80.0
North,Pari Shukla,275228.0,81.0,81.0,81.0
North,Dhanush Ratti,275152.0,82.0,82.0,82.0
North,Samaira Ramakrishnan,274876.8,83.0,83.0,83.0
North,Badal Chaudhari,274576.5,84.0,84.0,84.0
North,Kiara Gara,274276.4,85.0,85.0,85.0
North,Raunak Buch,274244.0,86.0,86.0,86.0
North,Azad Khatri,273413.8,87.0,87.0,87.0
North,Lavanya Tata,273405.25,88.0,88.0,88.0
North,Rhea Sabharwal,272612.0,89.0,89.0,89.0
North,Abram Brar,271944.0,90.0,90.0,90.0
North,Kimaya Iyengar,271760.4,91.0,91.0,91.0
North,Shayak Sekhon,270461.2,92.0,92.0,92.0
North,Lakshay Konda,268276.0,93.0,93.0,93.0
North,Shanaya Ramanathan,268260.0,94.0,94.0,94.0
North,Misha Shere,267615.0,95.0,95.0,95.0
North,Aniruddh Bhavsar,266460.75,96.0,96.0,96.0
North,Khushi Chad,265761.0,97.0,97.0,97.0
North,Siya Dash,265016.0,98.0,98.0,98.0
North,Aarush Mall,263574.8,99.0,99.0,99.0
North,Vidur Dutta,263075.0,100.0,100.0,100.0
North,Sumer Mann,262545.0,101.0,101.0,101.0
North,Miraya Hans,262238.4,102.0,102.0,102.0
North,Azad Sathe,261928.0,103.0,103.0,103.0
North,Sumer Bhandari,261839.0,104.0,104.0,104.0
North,Indranil Kalla,259628.0,105.0,105.0,105.0
North,Anvi Sridhar,259617.2,106.0,106.0,106.0
North,Jivin Jani,259436.0,107.0,107.0,107.0
North,Zeeshan Dash,259178.4,108.0,108.0,108.0
North,Yakshit Chakraborty,259035.8,109.0,109.0,109.0
North,Anya Jayaraman,258475.0,110.0,110.0,110.0
North,Diya Jha,257524.5,111.0,111.0,111.0
North,Fateh Tripathi,255584.2,112.0,112.0,112.0
North,Ivana Vasa,255316.5,113.0,113.0,113.0
North,Tarini Sani,254768.4,114.0,114.0,114.0
North,Sana Ramanathan,254435.6,115.0,115.0,115.0
North,Riaan Bassi,254068.4,116.0,116.0,116.0
North,Heer Lata,253683.2,117.0,117.0,117.0
North,Anya Dyal,253627.2,118.0,118.0,118.0
North,Piya Ranganathan,252908.0,119.0,119.0,119.0
North,Shanaya Kapoor,252507.8,120.0,120.0,120.0
North,Mahika Ganesh,251334.8,121.0,121.0,121.0
North,Yuvaan Thaman,250984.8,122.0,122.0,122.0
North,Heer Johal,250950.4,123.0,123.0,123.0
North,Aaryahi Wadhwa,250899.6,124.0,124.0,124.0
North,Bhamini Chatterjee,250801.0,125.0,125.0,125.0
North,Parinaaz Bhandari,250101.0,126.0,126.0,126.0
North,Armaan Rana,249716.4,127.0,127.0,127.0
North,Adira Bala,249644.0,128.0,128.0,128.0
North,Madhup Saxena,249346.8,129.0,129.0,129.0
North,Jiya Chanda,248260.0,130.0,130.0,130.0
North,Jivika Magar,247178.6,131.0,131.0,131.0
North,Ojas Balakrishnan,246460.4,132.0,132.0,132.0
North,Purab Bala,245956.5,133.0,133.0,133.0
North,Indranil Khurana,244614.4,134.0,134.0,134.0
North,Piya Rajagopalan,244587.0,135.0,135.0,135.0
North,Aaryahi Madan,244425.6,136.0,136.0,136.0
North,Jayan Walla,244248.0,137.0,137.0,137.0
North,Ritvik Varma,243910.8,138.0,138.0,138.0
North,Indrajit Kaul,243252.0,139.0,139.0,139.0
North,Anika Thaker,243212.0,140.0,140.0,140.0
North,Siya Thaker,243113.6,141.0,141.0,141.0
North,Ishita Choudhary,242564.5,142.0,142.0,142.0
North,Mahika Bail,241362.0,143.0,143.0,143.0
North,Priyansh Lata,240496.0,144.0,144.0,144.0
North,Anvi Kalita,239988.0,145.0,145.0,145.0
North,Indrans Ram,239296.5,146.0,146.0,146.0
North,Alia Ravi,236819.8,147.0,147.0,147.0
North,Indranil Master,236803.2,148.0,148.0,148.0
North,Eshani Chana,236648.8,149.0,149.0,149.0
North,Fateh Khanna,236048.0,150.0,150.0,150.0
North,Anahita Gokhale,236034.0,151.0,151.0,151.0
North,Faiyaz Soni,236025.6,152.0,152.0,152.0
North,Akarsh Swamy,235716.0,153.0,153.0,153.0
North,Vivaan Bobal,234604.8,154.0,154.0,154.0
North,Tiya Sarna,233667.0,155.0,155.0,155.0
North,Samiha Setty,233172.0,156.0,156.0,156.0
North,Shray Sarma,233160.0,157.0,157.0,157.0
North,Kaira Gaba,233107.2,158.0,158.0,158.0
North,Kiara Bahl,233049.25,159.0,159.0,159.0
North,Diya Borah,232669.25,160.0,160.0,160.0
North,Gokul Baral,230403.6,161.0,161.0,161.0
North,Aaina Shenoy,229612.2,162.0,162.0,162.0
North,Aaryahi Chada,229376.75,163.0,163.0,163.0
North,Dharmajan Sridhar,228886.4,164.0,164.0,164.0
North,Elakshi Dugar,228305.0,165.0,165.0,165.0
North,Divij Doctor,226933.0,166.0,166.0,166.0
North,Aarna Dugar,226674.75,167.0,167.0,167.0
North,Raghav Bhargava,226355.55,168.0,168.0,168.0
North,Vanya Anand,225845.0,169.0,169.0,169.0
North,Ritvik Bajaj,224493.5,170.0,170.0,170.0
North,Purab Gole,224043.0,171.0,171.0,171.0
North,Suhana Mani,223760.0,172.0,172.0,172.0
North,Aaryahi Ben,223595.8,173.0,173.0,173.0
North,Arhaan Char,222145.8,174.0,174.0,174.0
North,Hiran Halder,221337.0,175.0,175.0,175.0
North,Vihaan Dani,221072.0,176.0,176.0,176.0
North,Umang Gulati,220789.2,177.0,177.0,177.0
North,Piya Sani,219256.2,178.0,178.0,178.0
North,Adira Tank,218351.4,179.0,179.0,179.0
North,Purab Yohannan,216853.65,180.0,180.0,180.0
North,Hazel Chatterjee,216543.0,181.0,181.0,181.0
North,Baiju Kakar,216523.05,182.0,182.0,182.0
North,Sumer Sanghvi,216061.2,183.0,183.0,183.0
North,Jivin Sarkar,215780.0,184.0,184.0,184.0
North,Kiaan Desai,215186.4,185.0,185.0,185.0
North,Emir Shere,215092.8,186.0,186.0,186.0
North,Farhan Dave,214496.0,187.0,187.0,187.0
North,Vaibhav Viswanathan,214110.0,188.0,188.0,188.0
North,Vanya Dhar,213670.4,189.0,189.0,189.0
North,Alisha Sampath,212310.0,190.0,190.0,190.0
North,Romil Sankar,212129.4,191.0,191.0,191.0
North,Gokul Kale,210427.2,192.0,192.0,192.0
North,Vritika Subramaniam,210280.5,193.0,193.0,193.0
North,Dhanush Jayaraman,209897.75,194.0,194.0,194.0
North,Lakshay Sahota,208903.5,195.0,195.0,195.0
North,Ela Srivastava,208549.2,196.0,196.0,196.0
North,Lakshay Mall,208059.5,197.0,197.0,197.0
North,Advik Bhatnagar,208029.6,198.0,198.0,198.0
North,Hiran Sharaf,207242.5,199.0,199.0,199.0
North,Jayan Thakkar,206766.0,200.0,200.0,200.0
North,Zeeshan Gala,206729.5,201.0,201.0,201.0
North,Onkar Guha,206371.2,202.0,202.0,202.0
North,Umang Shanker,205776.0,203.0,203.0,203.0
North,Sana Chaudhry,205100.8,204.0,204.0,204.0
North,Divij Mallick,204681.0,205.0,205.0,205.0
North,Hunar Sachdev,204336.0,206.0,206.0,206.0
North,Sumer Dalal,204116.0,207.0,207.0,207.0
North,Advika Sachar,203583.0,208.0,208.0,208.0
North,Yakshit Tank,203480.0,209.0,209.0,209.0
North,Saanvi Dara,203304.75,210.0,210.0,210.0
North,Stuvan Hayer,203232.0,211.0,211.0,211.0
North,Sahil Raj,202403.7,212.0,212.0,212.0
North,Kanav Acharya,202176.0,213.0,213.0,213.0
North,Rhea Loke,202150.4,214.0,214.0,214.0
North,Arnav Badami,201636.0,215.0,215.0,215.0
North,Shalv Gupta,199946.5,216.0,216.0,216.0
North,Biju Malhotra,199848.6,217.0,217.0,217.0
North,Stuvan Srinivas,199049.4,218.0,218.0,218.0
North,Nayantara Issac,199036.4,219.0,219.0,219.0
North,Tarini Thaman,198934.4,220.0,220.0,220.0
North,Aaina Lanka,198667.8,221.0,221.0,221.0
North,Romil Dugal,198224.0,222.0,222.0,222.0
North,Drishya Brar,197305.6,223.0,223.0,223.0
North,Diya Divan,196956.0,224.0,224.0,224.0
North,Lakshit Salvi,196514.1,225.0,225.0,225.0
North,Navya Mann,196387.2,226.0,226.0,226.0
North,Tarini Sarna,195771.15,227.0,227.0,227.0
North,Hrishita Bhargava,195399.0,228.0,228.0,228.0
North,Lagan Chatterjee,195304.5,229.0,229.0,229.0
North,Vritika Divan,193808.55,230.0,230.0,230.0
North,Aradhya Choudhry,193602.0,231.0,231.0,231.0
North,Abram Mani,193075.8,232.0,232.0,232.0
North,Ishita Bala,192984.0,233.0,233.0,233.0
North,Fateh Sahota,192607.2,234.0,234.0,234.0
North,Saira Kakar,192332.25,235.0,235.0,235.0
North,Zaina Chokshi,192312.0,236.0,236.0,236.0
North,Miraya Goel,191932.2,237.0,237.0,237.0
North,Zeeshan Bal,191688.0,238.0,238.0,238.0
North,Yasmin Kala,191451.6,239.0,239.0,239.0
North,Ranbir Balakrishnan,191217.0,240.0,240.0,240.0
North,Rati Handa,191142.0,241.0,241.0,241.0
North,Vivaan Edwin,190956.0,242.0,242.0,242.0
North,Kiara Kuruvilla,190560.0,243.0,243.0,243.0
North,Riya Ray,189935.4,244.0,244.0,244.0
North,Manjari Trivedi,189040.0,245.0,245.0,245.0
North,Drishya Bahl,188732.0,246.0,246.0,246.0
North,Raunak Badami,187968.0,247.0,247.0,247.0
North,Seher Agate,187878.0,248.0,248.0,248.0
North,Baiju Dube,187425.5,249.0,249.0,249.0
North,Tejas Vora,186736.5,250.0,250.0,250.0
North,Samarth Sagar,186270.3,251.0,251.0,251.0
North,Kiaan Bhat,186052.0,252.0,252.0,252.0
North,Khushi Baral,184730.4,253.0,253.0,253.0
North,Renee Borah,184662.5,254.0,254.0,254.0
North,Ishita Vyas,184654.0,255.0,255.0,255.0
North,Bhamini Gulati,184491.0,256.0,256.0,256.0
North,Himmat Sandhu,184080.0,257.0,257.0,257.0
North,Urvi Vora,183584.7,258.0,258.0,258.0
North,Anvi Behl,183094.25,259.0,259.0,259.0
North,Prerak Sahni,182707.2,260.0,260.0,260.0
North,Dishani Dugar,182567.25,261.0,261.0,261.0
North,Keya Vohra,182362.0,262.0,262.0,262.0
North,Zain Mani,182130.2,263.0,263.0,263.0
North,Aarav Bahri,181929.6,264.0,264.0,264.0
North,Yashvi Gade,181773.6,265.0,265.0,265.0
North,Ojas Doshi,181580.0,266.0,266.0,266.0
North,Renee Ganesan,181065.0,267.0,267.0,267.0
North,Shanaya Raju,180022.5,268.0,268.0,268.0
North,Siya Chakrabarti,179933.8,269.0,269.0,269.0
North,Shanaya Gokhale,179721.0,270.0,270.0,270.0
North,Taran Sahni,179430.75,271.0,271.0,271.0
North,Damini Kumar,179376.0,272.0,272.0,272.0
North,Arhaan Bansal,179254.4,273.0,273.0,273.0
North,Kavya Hegde,179220.0,274.0,274.0,274.0
North,Shalv Ahluwalia,178886.75,275.0,275.0,275.0
North,Nehmat Tiwari,177648.0,276.0,276.0,276.0
North,Aaina Comar,177551.2,277.0,277.0,277.0
North,Abram Datta,177471.4,278.0,278.0,278.0
North,Samar Sant,177063.3,279.0,279.0,279.0
North,Kanav Shankar,176760.0,280.0,280.0,280.0
North,Riaan Kalita,176608.0,281.0,281.0,281.0
North,Adah Basak,176352.0,282.0,282.0,282.0
North,Nitara Sahota,175645.5,283.0,283.0,283.0
North,Shlok Venkataraman,175054.5,284.0,284.0,284.0
North,Samar Upadhyay,174989.5,285.0,285.0,285.0
North,Anvi Trivedi,174742.4,286.0,286.0,286.0
North,Tejas Bora,174705.0,287.0,287.0,287.0
North,Lagan Kaul,174633.75,288.0,288.0,288.0
North,Keya Kalla,174627.0,289.0,289.0,289.0
North,Raghav Kaur,174264.0,290.0,290.0,290.0
North,Armaan Sem,173548.0,291.0,291.0,291.0
North,Indrans Dhar,173167.2,292.0,292.0,292.0
North,Anya Sarraf,172624.8,293.0,293.0,293.0
North,Rati Chhabra,172070.6,294.0,294.0,294.0
North,Samaira Jain,172009.6,295.0,295.0,295.0
North,Neelofar Saraf,171105.0,296.0,296.0,296.0
North,Jayant Karnik,170736.0,297.0,297.0,297.0
North,Aarav Choudhry,169692.8,298.0,298.0,298.0
North,Ritvik Salvi,169640.0,299.0,299.0,299.0
North,Taimur Banerjee,169227.0,300.0,300.0,300.0
North,Arhaan Dhaliwal,168936.0,301.0,301.0,301.0
North,Miraan Mahajan,167870.7,302.0,302.0,302.0
North,Rati Raju,167700.0,303.0,303.0,303.0
North,Inaaya  Zacharia,167598.75,304.0,304.0,304.0
North,Pari Chandra,167572.8,305.0,305.0,305.0
North,Riaan Ray,167571.0,306.0,306.0,306.0
North,Renee Luthra,167464.8,307.0,307.0,307.0
North,Baiju Ben,167340.0,308.0,308.0,308.0
North,Purab Sarraf,166620.0,309.0,309.0,309.0
North,Hunar Bedi,166433.4,310.0,310.0,310.0
North,Dhanuk Din,166028.8,311.0,311.0,311.0
North,Taran Dhingra,165790.8,312.0,312.0,312.0
North,Stuvan Krish,164844.0,313.0,313.0,313.0
North,Zara Swaminathan,164584.65,314.0,314.0,314.0
North,Pari Kalita,163229.0,315.0,315.0,315.0
North,Yasmin Borde,162702.75,316.0,316.0,316.0
North,Anahi Varkey,162521.6,317.0,317.0,317.0
North,Yuvraj  Hayre,162175.5,318.0,318.0,318.0
North,Priyansh Mahajan,162108.0,319.0,319.0,319.0
North,Veer D’Alia,161514.0,320.0,320.0,320.0
North,Jivin Shukla,161265.4,321.0,321.0,321.0
North,Zoya Joshi,160286.2,322.0,322.0,322.0
North,Mamooty Bhat,159908.4,323.0,323.0,323.0
North,Fateh Shroff,159880.0,324.0,324.0,324.0
North,Dhanuk Soni,159698.0,325.0,325.0,325.0
North,Gokul Hayer,159454.05,326.0,326.0,326.0
North,Nirvi Sharma,159304.8,327.0,327.0,327.0
North,Aayush Sur,158786.8,328.0,328.0,328.0
North,Charvi Mallick,158716.0,329.0,329.0,329.0
North,Riya Acharya,158184.5,330.0,330.0,330.0
North,Kismat Tara,158157.9,331.0,331.0,331.0
North,Mamooty Wagle,158108.4,332.0,332.0,332.0
North,Kiaan Luthra,157753.6,333.0,333.0,333.0
North,Navya Bhardwaj,157689.6,334.0,334.0,334.0
North,Raghav Grewal,157665.6,335.0,335.0,335.0
North,Umang Bail,157221.2,336.0,336.0,336.0
North,Indranil Bath,157103.4,337.0,337.0,337.0
North,Trisha Rau,157072.35,338.0,338.0,338.0
North,Saanvi Bala,156822.0,339.0,339.0,339.0
North,Aaryahi Babu,156810.8,340.0,340.0,340.0
North,Tejas Jayaraman,156618.0,341.0,341.0,341.0
North,Parinaaz Rama,156367.2,342.0,342.0,342.0
North,Anvi Sehgal,156028.5,343.0,343.0,343.0
North,Purab Dixit,155898.0,344.0,344.0,344.0
North,Anay Sharaf,155873.7,345.0,345.0,345.0
North,Keya Borah,155600.5,346.0,346.0,346.0
North,Amani Apte,154908.8,347.0,347.0,347.0
North,Samar Dhawan,154824.0,348.0,348.0,348.0
North,Siya Mammen,154557.0,349.0,349.0,349.0
North,Sahil Hegde,153416.7,350.0,350.0,350.0
North,Ranbir Kara,152312.55,351.0,351.0,351.0
North,Samarth Khare,151915.0,352.0,352.0,352.0
North,Ishita Manda,151865.1,353.0,353.0,353.0
North,Advik Sule,150776.1,354.0,354.0,354.0
North,Umang Gupta,150564.75,355.0,355.0,355.0
North,Zaina Sastry,150540.0,356.0,356.0,356.0
North,Kavya Sangha,150494.0,357.0,357.0,357.0
North,Ayesha Grover,150425.6,358.0,358.0,358.0
North,Azad Khurana,150129.0,359.0,359.0,359.0
North,Ishita Keer,149940.0,360.0,360.0,360.0
North,Shalv Lad,149425.5,361.0,361.0,361.0
North,Hrishita Reddy,148505.6,362.0,362.0,362.0
North,Uthkarsh Jani,147658.5,363.0,363.0,363.0
North,Keya Kunda,147564.8,364.0,364.0,364.0
North,Jayant Dugar,147440.0,365.0,365.0,365.0
North,Taimur Talwar,147385.0,366.0,366.0,366.0
North,Aarna Anand,147248.0,367.0,367.0,367.0
North,Kimaya Dua,147096.0,368.0,368.0,368.0
North,Ritvik Lad,145915.2,369.0,369.0,369.0
North,Lavanya Varma,145764.0,370.0,370.0,370.0
North,Parinaaz Dayal,145482.0,371.0,371.0,371.0
North,Anahi Choudhry,144988.2,372.0,372.0,372.0
North,Shaan Varty,144962.0,373.0,373.0,373.0
North,Veer Luthra,143985.75,374.0,374.0,374.0
North,Riaan Hayre,143047.8,375.0,375.0,375.0
North,Myra Baria,142270.2,376.0,376.0,376.0
North,Aradhya Jayaraman,142240.0,377.0,377.0,377.0
North,Raghav Sachdeva,142130.2,378.0,378.0,378.0
North,Nayantara Mammen,142120.8,379.0,379.0,379.0
North,Parinaaz Sankaran,141801.6,380.0,380.0,380.0
North,Yasmin Contractor,141650.0,381.0,381.0,381.0
North,Anay Sandal,140908.5,382.0,382.0,382.0
North,Nishith Vala,140896.8,383.0,383.0,383.0
North,Jayant Kota,140706.0,384.0,384.0,384.0
North,Kismat Chand,140633.25,385.0,385.0,385.0
North,Drishya Gill,140459.4,386.0,386.0,386.0
North,Manikya Ravel,140425.2,387.0,387.0,387.0
North,Myra Anand,140262.0,388.0,388.0,388.0
North,Dhanuk Atwal,139930.0,389.0,389.0,389.0
North,Ritvik Shah,139745.0,390.0,390.0,390.0
North,Aarush Mandal,139612.5,391.0,391.0,391.0
North,Hunar Sarma,139545.0,392.0,392.0,392.0
North,Samaira Vaidya,139448.0,393.0,393.0,393.0
North,Raunak Tara,139334.4,394.0,394.0,394.0
North,Samaira Goel,139236.0,395.0,395.0,395.0
North,Lakshit Kar,138662.4,396.0,396.0,396.0
North,Kanav Gaba,138358.8,397.0,397.0,397.0
North,Dhanuk Saxena,138204.0,398.0,398.0,398.0
North,Jivika Dey,137878.0,399.0,399.0,399.0
North,Ritvik Grewal,137672.1,400.0,400.0,400.0
North,Samar Jayaraman,137560.0,401.0,401.0,401.0
North,Nitya Bobal,137345.55,402.0,402.0,402.0
North,Alia Rau,137109.6,403.0,403.0,403.0
North,Badal Tank,136937.75,404.0,404.0,404.0
North,Vedika Tank,136688.4,405.0,405.0,405.0
North,Samarth Toor,136630.9,406.0,406.0,406.0
North,Hansh Krish,136432.0,407.0,407.0,407.0
North,Fateh Madan,136400.4,408.0,408.0,408.0
North,Bhavin Tara,136379.7,409.0,409.0,409.0
North,Urvi Mammen,135704.0,410.0,410.0,410.0
North,Aarav Kadakia,135675.0,411.0,411.0,411.0
North,Neelofar Jhaveri,135523.8,412.0,412.0,412.0
North,Amira Varghese,135017.4,413.0,413.0,413.0
North,Kanav Luthra,134684.2,414.0,414.0,414.0
North,Shanaya Shan,134650.8,415.0,415.0,415.0
North,Oorja Hegde,134181.0,416.0,416.0,416.0
North,Lakshay Balay,133929.0,417.0,417.0,417.0
North,Vanya Shan,133846.2,418.0,418.0,418.0
North,Dhruv Kata,133798.5,419.0,419.0,419.0
North,Vedika Atwal,133235.6,420.0,420.0,420.0
North,Ivan Varughese,132170.0,421.0,421.0,421.0
North,Samarth Koshy,131567.25,422.0,422.0,422.0
North,Rati Bawa,131151.3,423.0,423.0,423.0
North,Shamik Vyas,130842.0,424.0,424.0,424.0
North,Saanvi Gulati,130779.0,425.0,425.0,425.0
North,Samarth Raval,130515.75,426.0,426.0,426.0
North,Mohanlal Roy,129953.1,427.0,427.0,427.0
North,Dhanush Tandon,129704.0,428.0,428.0,428.0
North,Arhaan Gole,129671.2,429.0,429.0,429.0
North,Ira Bains,129648.6,430.0,430.0,430.0
North,Seher Dugar,129052.1,431.0,431.0,431.0
North,Ahana  Chaudhry,129021.6,432.0,432.0,432.0
North,Seher Chacko,128771.6,433.0,433.0,433.0
North,Vedika Kaur,128592.0,434.0,434.0,434.0
North,Lakshit Deo,128577.6,435.0,435.0,435.0
North,Saanvi Seth,128486.4,436.0,436.0,436.0
North,Inaaya  Mand,128282.0,437.0,437.0,437.0
North,Trisha Majumdar,127963.8,438.0,438.0,438.0
North,Reyansh Handa,127944.0,439.0,439.0,439.0
North,Abram Lata,127910.0,440.0,440.0,440.0
North,Vedika Johal,127828.2,441.0,441.0,441.0
North,Zara Chada,127712.0,442.0,442.0,442.0
North,Ishita Subramaniam,127513.6,443.0,443.0,443.0
North,Farhan Kala,127485.6,444.0,444.0,444.0
North,Jayant Sane,127176.0,445.0,445.0,445.0
North,Rasha Johal,127152.75,446.0,446.0,446.0
North,Heer Chatterjee,125907.3,447.0,447.0,447.0
North,Alia Suri,125893.5,448.0,448.0,448.0
North,Ira Ray,125687.85,449.0,449.0,449.0
North,Ishita Trivedi,124858.8,450.0,450.0,450.0
North,Yakshit Dara,124092.8,451.0,451.0,451.0
North,Madhav Sahni,124005.6,452.0,452.0,452.0
North,Jivin Bora,123892.6,453.0,453.0,453.0
North,Reyansh Bahri,123560.0,454.0,454.0,454.0
North,Jivin Chandran,123559.2,455.0,455.0,455.0
North,Aradhya Setty,123422.4,456.0,456.0,456.0
North,Heer Solanki,123082.95,457.0,457.0,457.0
North,Azad Bhardwaj,123033.6,458.0,458.0,458.0
North,Azad Ravel,122979.2,459.0,459.0,459.0
North,Chirag Johal,122958.0,460.0,460.0,460.0
North,Indranil Gokhale,122458.8,461.0,461.0,461.0
North,Lakshay Kari,122288.4,462.0,462.0,462.0
North,Saira Chacko,121954.5,463.0,463.0,463.0
North,Navya Kapur,121609.5,464.0,464.0,464.0
North,Zara Chander,121444.6,465.0,465.0,465.0
North,Umang Hora,121176.0,466.0,466.0,466.0
North,Pihu Sengupta,120636.7,467.0,467.0,467.0
North,Dishani Lad,120630.0,468.0,468.0,468.0
North,Mohanlal Dada,120615.8,469.0,469.0,469.0
North,Mohanlal Bath,120297.1,470.0,470.0,470.0
North,Farhan Yadav,120190.2,471.0,471.0,471.0
North,Manikya Gupta,120103.2,472.0,472.0,472.0
North,Prerak Dora,120024.0,473.0,473.0,473.0
North,Charvi Shenoy,119981.2,474.0,474.0,474.0
North,Raghav Grover,119948.0,475.0,475.0,475.0
North,Mishti Yogi,119936.7,476.0,476.0,476.0
North,Hunar Dora,119878.6,477.0,477.0,477.0
North,Zain Sarkar,119124.0,478.0,478.0,478.0
North,Dharmajan Lal,119003.4,479.0,479.0,479.0
North,Rohan Dada,118796.8,480.0,480.0,480.0
North,Saksham Srivastava,118728.0,481.0,481.0,481.0
North,Raghav Sura,118465.6,482.0,482.0,482.0
North,Indrans Ahluwalia,118184.0,483.0,483.0,483.0
North,Jayan Bawa,118064.0,484.0,484.0,484.0
North,Anya Karpe,118029.0,485.0,485.0,485.0
North,Aaryahi Bal,117718.2,486.0,486.0,486.0
North,Veer Sule,117605.0,487.0,487.0,487.0
North,Lagan Date,116980.2,488.0,488.0,488.0
North,Vanya Saha,116917.5,489.0,489.0,489.0
North,Yuvaan Aurora,116863.1,490.0,490.0,490.0
North,Rania Wali,116742.4,491.0,491.0,491.0
North,Shanaya Raja,116686.6,492.0,492.0,492.0
North,Hridaan Bhatia,116650.5,493.0,493.0,493.0
North,Arhaan Saxena,116472.0,494.0,494.0,494.0
North,Sana Vyas,116460.0,495.0,495.0,495.0
North,Jhanvi Chaudhuri,116459.1,496.0,496.0,496.0
North,Pari Vohra,116016.5,497.0,497.0,497.0
North,Heer Bala,115912.0,498.0,498.0,498.0
North,Yuvaan Kulkarni,115878.8,499.0,499.0,499.0
North,Rohan Ramachandran,115785.0,500.0,500.0,500.0
North,Keya Tandon,115677.6,501.0,501.0,501.0
North,Onkar Keer,115664.4,502.0,502.0,502.0
North,Faiyaz Mand,115526.9,503.0,503.0,503.0
North,Keya Ratti,115369.2,504.0,504.0,504.0
North,Vanya Sekhon,115257.8,505.0,505.0,505.0
North,Aniruddh Varghese,115153.75,506.0,506.0,506.0
North,Ehsaan Talwar,115008.0,507.0,507.0,507.0
North,Uthkarsh Bahl,114960.0,508.0,508.0,508.0
North,Divit Borde,114904.0,509.0,509.0,509.0
North,Ishita Kaur,114471.0,510.0,510.0,510.0
North,Samaira Mane,114280.25,511.0,511.0,511.0
North,Dhanush Agate,114251.9,512.0,512.0,512.0
North,Jhanvi Iyer,113824.0,513.0,513.0,513.0
North,Kashvi Ratti,113738.5,514.0,514.0,514.0
North,Manjari Ahuja,113121.6,515.0,515.0,515.0
North,Drishya Kakar,113101.0,516.0,516.0,516.0
North,Alia Ray,112901.8,517.0,517.0,517.0
North,Nayantara Savant,112822.0,518.0,518.0,518.0
North,Shayak Chaudhary,112759.3,519.0,519.0,519.0
North,Aarush Gupta,112713.6,520.0,520.0,520.0
North,Alia Sibal,112586.4,521.0,521.0,521.0
North,Mamooty Vora,112462.65,522.0,522.0,522.0
North,Aniruddh Batra,112459.25,523.0,523.0,523.0
North,Indrajit Wason,112295.7,524.0,524.0,524.0
North,Ivan Acharya,112039.2,525.0,525.0,525.0
North,Divyansh Sarraf,111753.75,526.0,526.0,526.0
North,Pranay Iyengar,111701.0,527.0,527.0,527.0
North,Riaan Korpal,111412.8,528.0,528.0,528.0
North,Mamooty Hans,111292.5,529.0,529.0,529.0
North,Ela Chandra,111222.5,530.0,530.0,530.0
North,Nitya Rattan,111195.0,531.0,531.0,531.0
North,Vanya Choudhury,111048.0,532.0,532.0,532.0
North,Kavya Mahal,111042.3,533.0,533.0,533.0
North,Myra Dalal,110880.0,534.0,534.0,534.0
North,Shray Seth,110790.0,535.0,535.0,535.0
North,Navya Lad,110514.45,536.0,536.0,536.0
North,Shlok Bhandari,110394.6,537.0,537.0,537.0
North,Khushi Bhasin,110367.4,538.0,538.0,538.0
North,Shayak Tara,109884.8,539.0,539.0,539.0
North,Shlok Singhal,109854.0,540.0,540.0,540.0
North,Nitara Chatterjee,109682.4,541.0,541.0,541.0
North,Kanav Chaudhari,109497.0,542.0,542.0,542.0
North,Ahana  Kumar,109380.0,543.0,543.0,543.0
North,Shamik Agate,109029.6,544.0,544.0,544.0
North,Eshani Kala,108919.4,545.0,545.0,545.0
North,Kanav Hayer,108560.0,546.0,546.0,546.0
North,Lakshit Jha,108345.0,547.0,547.0,547.0
North,Himmat Zachariah,108240.0,548.0,548.0,548.0
North,Miraya Gera,108164.2,549.0,549.0,549.0
North,Pihu Acharya,107553.6,550.0,550.0,550.0
North,Kavya Bhatnagar,107336.0,551.0,551.0,551.0
North,Sana Agarwal,106966.4,552.0,552.0,552.0
North,Ritvik Dash,106686.9,553.0,553.0,553.0
North,Aaryahi Taneja,106037.5,554.0,554.0,554.0
North,Piya Sura,105801.5,555.0,555.0,555.0
North,Manikya Kumer,105429.6,556.0,556.0,556.0
North,Kabir Sandal,105139.8,557.0,557.0,557.0
North,Lakshay Malhotra,105002.2,558.0,558.0,558.0
North,Hridaan Malhotra,104555.1,559.0,559.0,559.0
North,Inaaya  Walla,104535.0,560.0,560.0,560.0
North,Ryan Banik,103652.6,561.0,561.0,561.0
North,Ranbir Khalsa,103464.0,562.0,562.0,562.0
North,Devansh Rao,103406.4,563.0,563.0,563.0
North,Bhavin Krishnan,103364.0,564.0,564.0,564.0
North,Anahita Datta,102839.8,565.0,565.0,565.0
North,Seher Bhardwaj,102676.0,566.0,566.0,566.0
