customer_id,customer_first_name,customer_last_name,category_name,product_name,customer_segment,customer_city,customer_state,customer_country,customer_region,delivery_status,order_date,order_id,ship_date,shipping_type,days_for_shipment_scheduled,days_for_shipment_real,order_item_discount,sales_per_order,order_quantity,profit_per_order
C_ID_45281,Mary,Hastings,Technology,Samsung Galaxy S4 Active,Corporate,Los Angeles,California,United States,West,Advance shipping,24-09-2022,O_ID_3000246,26-09-2022,Standard Class,4,2,21.0,299.980011,5,27.89999962
C_ID_70031,John,Fritzler,Furniture,Office Star - Mesh Screen back chair with Vinyl seat,Corporate,Los Angeles,California,United States,West,Advance shipping,29-08-2022,O_ID_3000247,31-08-2022,Standard Class,4,2,27.0,299.980011,5,-423.1199951
C_ID_64471,Mary,Mathis,Office Supplies,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Consumer,Fresno,California,United States,West,Advance shipping,12/12/2022,O_ID_3000248,17-09-2022,Standard Class,4,2,36.0,399.980011,5,41.13000107
C_ID_64471,Gary,Carroll,Office Supplies,GBC Prestige Therm-A-Bind Covers,Consumer,New York City,New York,United States,East,Advance shipping,18-08-2022,O_ID_3000249,20-08-2022,Standard Class,4,2,11.69999981,129.9900055,5,55.59999847
C_ID_71282,Raymond,Waco,Furniture,Safco Drafting Table,Corporate,Detroit,Michigan,United States,Central,Shipping on time,19-06-2022,O_ID_3004490,21-06-2022,Second Class,2,2,15.0,499.9500122,5,87.29000092
C_ID_62817,Robert,McGrath,Office Supplies,Newell 33,Consumer,Chicago,Illinois,United States,Central,Shipping on time,26-04-2022,O_ID_3004492,28-04-2022,Second Class,2,2,89.98999786,499.9500122,5,97.5699997
C_ID_62161,James,Geld,Office Supplies,Avery 476,Consumer,San Francisco,California,United States,West,Advance shipping,2/8/2022,O_ID_3000252,11/1/2022,Standard Class,4,2,11.69999981,129.9900055,5,42.93999863
C_ID_68141,Mary,O'Donnell,Office Supplies,Economy Rollaway Files,Consumer,San Francisco,California,United States,West,Advance shipping,18-07-2022,O_ID_3000253,20-07-2022,Standard Class,4,2,18.0,500.0,5,50.04999924
C_ID_66336,Mary,O'Donnell,Technology,Ooma Telo VoIP Home Phone System,Consumer,San Francisco,California,United States,West,Advance shipping,24-10-2021,O_ID_3000254,26-10-2021,Standard Class,4,2,3.599999905,39.99000168,1,16.37999916
C_ID_67516,Cynthia,Satty,Furniture,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Consumer,San Francisco,California,United States,West,Advance shipping,19-10-2021,O_ID_3000255,21-10-2021,Standard Class,4,2,10.0,99.98999786,1,30.42000008
C_ID_65576,John,Daly,Office Supplies,Xerox 190,Consumer,San Francisco,California,United States,West,Advance shipping,12/11/2022,O_ID_3000256,16-09-2022,Standard Class,4,2,30.0,299.9899902,4,27.0
C_ID_64821,Linda,Zypern,Furniture,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Consumer,Pomona,California,United States,West,Advance shipping,22-09-2022,O_ID_3000257,24-09-2022,Standard Class,4,2,30.0,299.980011,5,17.01000023
C_ID_50847,Donna,Jacobs,Office Supplies,"Wilson Jones Hanging View Binder, White, 1""",Consumer,Los Angeles,California,United States,West,Shipping on time,1/5/2022,O_ID_3004502,3/5/2022,Second Class,2,2,89.98999786,499.9500122,5,20.5
C_ID_63362,Mary,Barreto,Office Supplies,Xerox 1983,Consumer,San Francisco,California,United States,West,Shipping on time,21-04-2022,O_ID_3004510,23-04-2022,Second Class,2,2,45.0,499.9500122,5,104.6399994
C_ID_63461,Mari,Anderson,Office Supplies,Newell 35,Consumer,Springfield,Ohio,United States,East,Advance shipping,23-10-2022,O_ID_3000260,25-10-2022,Standard Class,4,2,42.84999847,357.1000061,3,98.36000061
C_ID_45196,Linda,Anderson,Technology,Imation Swivel Flash Drive USB flash drive - 8 GB,Consumer,Des Moines,Iowa,United States,Central,Advance shipping,22-09-2022,O_ID_3000261,24-09-2022,Standard Class,4,2,36.0,299.980011,5,-57.27999878
C_ID_44816,Mary,Kotsonis,Office Supplies,Newell 308,Corporate,Des Moines,Iowa,United States,Central,Advance shipping,16-09-2022,O_ID_3000262,18-09-2022,Standard Class,4,2,48.0,399.980011,5,17.60000038
C_ID_67476,Shafira,Kotsonis,Office Supplies,Wilson Jones Leather-Like Binders with DublLock Round Rings,Corporate,Albuquerque,New Mexico,United States,West,Advance shipping,13-12-2022,O_ID_3000263,17-10-2022,Standard Class,4,2,54.24000168,452.0400085,5,149.1699982
C_ID_63362,Victoria,Boeckenhauer,Furniture,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Consumer,Baltimore,Maryland,United States,East,Shipping on time,6/5/2022,O_ID_3004513,6/7/2022,Second Class,2,2,15.0,499.9500122,5,242.4799957
C_ID_61811,Ashley,Doherty,Technology,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Corporate,San Francisco,California,United States,West,Advance shipping,21-10-2021,O_ID_3000265,23-10-2021,Standard Class,4,2,52.0,120.0,1,87.0
C_ID_67051,Mary,Kotsonis,Technology,Griffin GC17055 Auxiliary Audio Cable,Corporate,Brownsville,Texas,United States,Central,Advance shipping,28-10-2021,O_ID_3000266,30-10-2021,Standard Class,4,2,26.0,199.9900055,1,83.51999664
C_ID_70136,Kelly,Pelletier,Furniture,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Home Office,New York City,New York,United States,East,Advance shipping,12/8/2022,O_ID_3000267,12/10/2022,Standard Class,4,2,52.0,399.980011,1,74.12000275
C_ID_68001,John,VanderZanden,Furniture,Hon 94000 Series Round Tables,Consumer,Long Beach,New York,United States,East,Advance shipping,12/11/2022,O_ID_3000268,16-09-2022,Standard Class,4,2,26.0,199.9900055,4,21.75
C_ID_67586,Anna,VanderZanden,Office Supplies,Poly String Tie Envelopes,Consumer,Brownsville,Texas,United States,Central,Advance shipping,25-09-2022,O_ID_3000269,27-09-2022,Standard Class,4,2,45.5,349.9899902,1,63.93999863
C_ID_69586,Daniel,Raglin,Technology,AT&T TR1909W,Home Office,Seattle,Washington,United States,West,Shipping on time,20-07-2021,O_ID_3000270,22-07-2021,Second Class,2,2,40.0,250.0,1,54.59999847
C_ID_67126,Anthony,Gockenbach,Furniture,Bush Advantage Collection Racetrack Conference Table,Consumer,Apple Valley,Minnesota,United States,Central,Shipping on time,16-06-2021,O_ID_3000271,18-06-2021,Second Class,2,2,49.97999954,249.8999939,1,17.59000015
C_ID_44996,Mary,Armstrong,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,Consumer,Seattle,Washington,United States,West,Shipping on time,10/12/2021,O_ID_3000272,17-07-2021,Second Class,2,2,20.0,199.9499969,1,88.18000031
C_ID_45456,Mary,Packer,Furniture,"Global Stack Chair without Arms, Black",Home Office,Brownsville,Texas,United States,Central,Shipping on time,25-08-2021,O_ID_3000273,27-08-2021,Second Class,2,2,50.0,250.0,1,50.0
C_ID_67206,Kathleen,Gilcrest,Office Supplies,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Corporate,Tampa,Florida,United States,South,Shipping on time,9/4/2021,O_ID_3000274,9/6/2021,Second Class,2,2,29.98999977,249.8999939,1,101.1600037
C_ID_67476,Kathleen,Miller,Office Supplies,Peel-Off China Markers,Consumer,San Francisco,California,United States,West,Shipping on time,9/4/2021,O_ID_3000275,9/6/2021,Second Class,2,2,64.98999786,120.0,1,147.0200043
C_ID_68186,Mary,Packer,Office Supplies,Airmail Envelopes,Home Office,Tampa,Florida,United States,South,Shipping on time,16-05-2021,O_ID_3000276,18-05-2021,Second Class,2,2,4.400000095,110.0,1,-71.80999756
C_ID_38581,Diane,liebe,Office Supplies,Avery 490,Corporate,Miami,Florida,United States,South,Shipping on time,22-07-2021,O_ID_3000277,24-07-2021,Second Class,2,2,35.0,120.0,1,79.04000092
C_ID_36291,Mary,Carroll,Office Supplies,Space Solutions Commercial Steel Shelving,Consumer,Tampa,Florida,United States,South,Shipping on time,23-06-2021,O_ID_3000278,25-06-2021,Second Class,2,2,30.0,120.0,1,64.79000092
C_ID_38251,Mary,liebe,Office Supplies,Sterilite Show Offs Storage Containers,Corporate,Chicago,Illinois,United States,Central,Shipping on time,11/11/2021,O_ID_3000279,16-08-2021,Second Class,2,2,42.47999954,249.8999939,1,75.29000092
C_ID_41056,Mary,Packer,Technology,Innergie mMini Combo Duo USB Travel Charging Kit,Home Office,Philadelphia,Pennsylvania,United States,East,Shipping on time,22-05-2021,O_ID_3000280,24-05-2021,Second Class,2,2,2.5,250.0,1,64.34999847
C_ID_35691,Mary,Glocke,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Consumer,San Francisco,California,United States,West,Shipping on time,26-08-2021,O_ID_3000281,28-08-2021,Second Class,2,2,17.5,250.0,1,60.45000076
C_ID_35691,Mary,Avila,Office Supplies,Fellowes Advanced Computer Series Surge Protectors,Consumer,Chicago,Illinois,United States,Central,Shipping on time,11/6/2021,O_ID_3000282,11/8/2021,Second Class,2,2,32.49000168,249.8999939,1,78.26999664
C_ID_34181,Jerry,Glocke,Office Supplies,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Consumer,Vallejo,California,United States,West,Shipping on time,10/5/2021,O_ID_3000283,10/7/2021,Second Class,2,2,74.98999786,120.0,1,17.0
C_ID_38746,Mary,Bern,Office Supplies,Avery Hole Reinforcements,Corporate,Revere,Massachusetts,United States,East,Shipping on time,29-06-2021,O_ID_3000284,1/7/2021,Second Class,2,2,12.78999996,79.94999695,1,23.51000023
C_ID_36771,Mary,Glocke,Office Supplies,Ibico Plastic and Wire Spiral Binding Combs,Consumer,Vallejo,California,United States,West,Shipping on time,23-07-2021,O_ID_3000285,25-07-2021,Second Class,2,2,22.48999977,124.9499969,1,35.86000061
C_ID_40321,Mary,Dickinson,Office Supplies,Fellowes Black Plastic Comb Bindings,Consumer,Revere,Massachusetts,United States,East,Shipping on time,19-07-2021,O_ID_3000286,21-07-2021,Second Class,2,2,0.0,120.0,1,-824.9199829
C_ID_34566,Henry,O'Carroll,Office Supplies,Avery Round Ring Poly Binders,Consumer,Virginia Beach,Virginia,United States,South,Shipping on time,19-04-2021,O_ID_3000287,21-04-2021,Second Class,2,2,0.0,139.9499969,1,-102.5800018
C_ID_41121,Mary,Avila,Office Supplies,GBC DocuBind 200 Manual Binding Machine,Consumer,Athens,Georgia,United States,South,Shipping on time,27-04-2021,O_ID_3000288,29-04-2021,Second Class,2,2,2.0,199.9499969,1,89.08000183
C_ID_39946,Mary,Dickinson,Technology,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Consumer,Houston,Texas,United States,Central,Shipping on time,22-05-2021,O_ID_3000289,24-05-2021,Second Class,2,2,5.0,250.0,1,4.900000095
C_ID_37801,Hannah,Miller,Office Supplies,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Consumer,Houston,Texas,United States,Central,Shipping on time,20-04-2021,O_ID_3000290,22-04-2021,Second Class,2,2,22.5,250.0,1,22.75
C_ID_37151,Mary,Harms,Office Supplies,Zipper Ring Binder Pockets,Corporate,Athens,Georgia,United States,South,Shipping on time,16-07-2021,O_ID_3000291,18-07-2021,Second Class,2,2,22.48999977,249.8999939,1,79.58999634
C_ID_38836,Carolyn,Miller,Office Supplies,Avery 490,Consumer,Athens,Georgia,United States,South,Shipping on time,23-08-2021,O_ID_3000292,25-08-2021,Second Class,2,2,24.98999977,249.8999939,1,-19.79000092
C_ID_38526,Mary,Harms,Office Supplies,Rogers Profile Extra Capacity Storage Tub,Corporate,Los Angeles,California,United States,West,Shipping on time,11/1/2021,O_ID_3000293,11/3/2021,Second Class,2,2,40.0,250.0,1,100.8000031
C_ID_32311,Mary,Häberlin,Furniture,Luxo Adjustable Task Clamp Lamp,Corporate,Los Angeles,California,United States,West,Shipping on time,8/6/2021,O_ID_3000294,8/8/2021,Second Class,2,2,50.0,250.0,1,-140.0
C_ID_32841,Mary,Dowd,Office Supplies,Euro-Pro Shark Turbo Vacuum,Consumer,Los Angeles,California,United States,West,Shipping on time,22-05-2021,O_ID_3000295,24-05-2021,Second Class,2,2,49.97999954,249.8999939,1,2.599999905
C_ID_34541,Mary,Craven,Office Supplies,Xerox 1947,Consumer,Detroit,Michigan,United States,Central,Advance shipping,25-11-2021,O_ID_3000296,27-11-2021,Standard Class,4,2,0.0,299.980011,1,137.9900055
C_ID_32356,Amy,Craven,Office Supplies,Xerox 1898,Consumer,Detroit,Michigan,United States,Central,Advance shipping,3/9/2021,O_ID_3000297,12/2/2021,Standard Class,4,2,1.299999952,129.9900055,1,8.109999657
C_ID_38346,Jesse,Dowd,Office Supplies,Xerox 1990,Consumer,Los Angeles,California,United States,West,Advance shipping,29-10-2021,O_ID_3000298,31-10-2021,Standard Class,4,2,1.299999952,129.9900055,1,14.27999973
C_ID_40936,Mary,Dowd,Technology,Motorola Droid Maxx,Consumer,San Francisco,California,United States,West,Advance shipping,1/12/2021,O_ID_3000299,3/12/2021,Standard Class,4,2,15.0,299.980011,1,-455.9700012
C_ID_39651,Mary,Edelman,Office Supplies,Staple envelope,Corporate,Lafayette,Louisiana,United States,South,Advance shipping,12/2/2021,O_ID_3000300,12/4/2021,Standard Class,4,2,2.75,49.97999954,1,23.13999939
C_ID_33641,Robert,Edelman,Technology,Logitech G600 MMO Gaming Mouse,Corporate,Lafayette,Louisiana,United States,South,Advance shipping,1/1/2022,O_ID_3000301,3/1/2022,Standard Class,4,2,28.0,399.980011,1,45.38000107
C_ID_34541,Mary,Edelman,Technology,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Corporate,Lafayette,Louisiana,United States,South,Advance shipping,23-10-2021,O_ID_3000302,25-10-2021,Standard Class,4,2,11.69999981,129.9900055,1,41.40000153
C_ID_47351,Mary,Satty,Furniture,Advantus Panel Wall Acrylic Frame,Consumer,Lafayette,Louisiana,United States,South,Advance shipping,22-11-2021,O_ID_3000303,24-11-2021,Standard Class,4,2,6.5,50.0,1,7.090000153
C_ID_41696,Mary,Satty,Office Supplies,Newell 319,Consumer,Alexandria,Virginia,United States,South,Advance shipping,4/1/2022,O_ID_3000304,4/3/2022,Standard Class,4,2,26.0,199.9900055,1,17.39999962
C_ID_45526,Mary,Zewe,Office Supplies,Avery Non-Stick Binders,Corporate,Dearborn Heights,Michigan,United States,Central,Advance shipping,4/1/2022,O_ID_3000305,4/3/2022,Standard Class,4,2,19.5,129.9900055,1,34.58000183
C_ID_47766,Mary,Knutson,Office Supplies,Avery 518,Home Office,Dearborn Heights,Michigan,United States,Central,Advance shipping,25-11-2021,O_ID_3000306,27-11-2021,Standard Class,4,2,30.0,199.9900055,1,61.20000076
C_ID_41836,Robert,Black,Office Supplies,Xerox 1966,Corporate,Alexandria,Virginia,United States,South,Advance shipping,1/1/2022,O_ID_3000307,3/1/2022,Standard Class,4,2,20.79999924,129.9900055,1,52.40999985
C_ID_49881,Marie,Black,Office Supplies,Xerox 209,Corporate,Richmond,Kentucky,United States,South,Advance shipping,18-09-2021,O_ID_3000308,20-09-2021,Standard Class,4,2,64.0,120.0,1,21.17000008
C_ID_45136,Amy,Black,Office Supplies,Safco Commercial Shelving,Corporate,Dearborn Heights,Michigan,United States,Central,Advance shipping,3/9/2021,O_ID_3000309,12/2/2021,Standard Class,4,2,32.0,199.9900055,1,75.59999847
C_ID_47191,Mary,Black,Technology,Logitech Wireless Marathon Mouse M705,Corporate,Alexandria,Virginia,United States,South,Advance shipping,4/1/2022,O_ID_3000310,4/3/2022,Standard Class,4,2,20.79999924,129.9900055,1,-24.5699997
C_ID_50116,Mary,Maxwell,Office Supplies,Newell 321,Corporate,New York City,New York,United States,East,Advance shipping,25-11-2021,O_ID_3000311,27-11-2021,Standard Class,4,2,32.0,199.9900055,1,-21.67000008
C_ID_50116,Robert,Dartt,Office Supplies,Stanley Contemporary Battery Pencil Sharpeners,Consumer,Dearborn Heights,Michigan,United States,Central,Advance shipping,1/1/2022,O_ID_3000312,3/1/2022,Standard Class,4,2,36.0,199.9900055,1,57.40000153
C_ID_47351,Mary,Dartt,Office Supplies,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Consumer,Decatur,Illinois,United States,Central,Advance shipping,14-02-2021,O_ID_3000313,14-04-2021,Standard Class,4,2,72.0,120.0,1,20.65999985
C_ID_49881,Marie,Maxwell,Office Supplies,Crayola Colored Pencils,Corporate,Decatur,Illinois,United States,Central,Advance shipping,18-09-2021,O_ID_3000314,20-09-2021,Standard Class,4,2,54.0,299.980011,1,71.33999634
C_ID_42691,Mary,Phan,Office Supplies,Ibico Standard Transparent Covers,Corporate,Alexandria,Virginia,United States,South,Advance shipping,20-12-2021,O_ID_3000315,22-12-2021,Standard Class,4,2,23.39999962,129.9900055,1,38.68999863
C_ID_41696,Jesse,Dartt,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Consumer,Alexandria,Virginia,United States,South,Advance shipping,29-10-2021,O_ID_3000316,31-10-2021,Standard Class,4,2,54.0,299.980011,1,105.7699966
C_ID_50116,Robert,Maxwell,Office Supplies,Xerox 1957,Corporate,Los Angeles,California,United States,West,Advance shipping,1/1/2022,O_ID_3000317,3/1/2022,Standard Class,4,2,75.0,299.980011,1,51.75
C_ID_47351,Mary,Hopkins,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Home Office,Los Angeles,California,United States,West,Advance shipping,4/1/2022,O_ID_3000318,4/3/2022,Standard Class,4,2,100.0,399.980011,1,122.9899979
C_ID_49881,Crystal,Dartt,Office Supplies,Space Solutions HD Industrial Steel Shelving.,Consumer,Seattle,Washington,United States,West,Advance shipping,3/9/2021,O_ID_3000319,12/2/2021,Standard Class,4,2,0.0,199.9900055,1,52.0
C_ID_45986,Ryan,Grady,Office Supplies,Adjustable Personal File Tote,Corporate,Philadelphia,Pennsylvania,United States,East,Advance shipping,30-08-2021,O_ID_3000320,1/9/2021,Standard Class,4,2,0.0,59.99000168,1,-104.9800034
C_ID_42691,Jennifer,Grady,Office Supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",Corporate,Los Angeles,California,United States,West,Advance shipping,25-09-2021,O_ID_3000321,27-09-2021,Standard Class,4,2,0.0,129.9900055,1,-103.9899979
C_ID_49096,Robert,Maxwell,Office Supplies,Martin Yale Chadless Opener Electric Letter Opener,Corporate,Los Angeles,California,United States,West,Advance shipping,21-09-2021,O_ID_3000322,23-09-2021,Standard Class,4,2,0.0,120.0,1,84.40000153
C_ID_45526,Mary,Maxwell,Technology,AT&T CL82213,Corporate,Lancaster,Pennsylvania,United States,East,Advance shipping,14-11-2021,O_ID_3000323,16-11-2021,Standard Class,4,2,0.0,129.9900055,1,65.0
C_ID_49881,Mary,Yotov,Furniture,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Corporate,Los Angeles,California,United States,West,Advance shipping,26-09-2021,O_ID_3000324,28-09-2021,Standard Class,4,2,0.0,129.9900055,1,42.90000153
C_ID_50116,Mary,Yotov,Furniture,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Corporate,Los Angeles,California,United States,West,Advance shipping,14-11-2021,O_ID_3000325,16-11-2021,Standard Class,4,2,1.299999952,129.9900055,1,61.77000046
C_ID_41681,Mary,Cohen,Furniture,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Corporate,Philadelphia,Pennsylvania,United States,East,Advance shipping,26-09-2021,O_ID_3000326,28-09-2021,Standard Class,4,2,1.0,99.98999786,1,46.52999878
C_ID_41436,Mary,Daniels,Furniture,KI Adjustable-Height Table,Home Office,Seattle,Washington,United States,West,Advance shipping,12/10/2021,O_ID_3000327,12/12/2021,Standard Class,4,2,2.599999905,129.9900055,1,14.39999962
C_ID_43196,Robert,Hawley,Office Supplies,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Corporate,Los Angeles,California,United States,West,Advance shipping,14-11-2021,O_ID_3000328,16-11-2021,Standard Class,4,2,8.0,120.0,1,29.39999962
C_ID_42901,Angela,Hawley,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Corporate,Philadelphia,Pennsylvania,United States,East,Advance shipping,16-09-2021,O_ID_3000329,18-09-2021,Standard Class,4,2,4.0,199.9900055,1,73.5
C_ID_46591,Mary,Phonely,Office Supplies,Large Capacity Hanging Post Binders,Corporate,Mobile,Alabama,United States,South,Advance shipping,18-12-2021,O_ID_3000330,20-12-2021,Standard Class,4,2,1.0,49.97999954,1,16.55999947
C_ID_43241,Richard,Yotov,Office Supplies,Xerox 194,Corporate,Columbia,South Carolina,United States,South,Advance shipping,24-09-2021,O_ID_3000331,26-09-2021,Standard Class,4,2,1.200000048,59.99000168,1,-13.22999954
C_ID_46591,Mary,Yotov,Office Supplies,Xerox 211,Corporate,Marietta,Georgia,United States,South,Advance shipping,31-12-2021,O_ID_3000332,2/1/2022,Standard Class,4,2,4.0,199.9900055,1,15.68000031
C_ID_43241,Joseph,Daniels,Office Supplies,Martin-Yale Premier Letter Opener,Home Office,Columbia,South Carolina,United States,South,Advance shipping,19-12-2021,O_ID_3000333,21-12-2021,Standard Class,4,2,2.599999905,129.9900055,1,-14.39999962
C_ID_42361,Cheryl,Cohen,Technology,Kingston Digital DataTraveler 32GB USB 2.0,Corporate,Marietta,Georgia,United States,South,Advance shipping,30-11-2021,O_ID_3000334,2/12/2021,Standard Class,4,2,1.200000048,59.99000168,1,-13.22999954
C_ID_46596,Raymond,Hawley,Technology,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Corporate,Decatur,Alabama,United States,South,Advance shipping,14-09-2021,O_ID_3000335,14-11-2021,Standard Class,4,2,2.599999905,129.9900055,1,-15.92000008
C_ID_42551,Robert,Daniels,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Home Office,Concord,California,United States,West,Advance shipping,14-11-2021,O_ID_3000336,16-11-2021,Standard Class,4,2,12.0,120.0,1,-1047.550049
C_ID_48941,John,Johnson,Furniture,"Stacking Tray, Side-Loading, Legal, Smoke",Consumer,Toledo,Ohio,United States,East,Advance shipping,3/9/2021,O_ID_3000337,12/2/2021,Standard Class,4,2,1.649999976,54.97000122,1,6.670000076
C_ID_43141,Daniel,Schwarz,Office Supplies,Xerox 1945,Corporate,Glendale,Arizona,United States,West,Advance shipping,16-01-2022,O_ID_3000338,18-01-2022,Standard Class,4,2,6.0,199.9900055,1,60.72000122
C_ID_49856,Kimberly,Mitchum,Office Supplies,Xerox 226,Home Office,Chandler,Arizona,United States,West,Advance shipping,28-11-2021,O_ID_3000339,30-11-2021,Standard Class,4,2,1.5,49.97999954,1,13.5699997
C_ID_49026,Mary,Schwarz,Technology,AT&T TR1909W,Corporate,Glendale,Arizona,United States,West,Advance shipping,31-12-2021,O_ID_3000340,2/1/2022,Standard Class,4,2,3.900000095,129.9900055,1,63.04999924
C_ID_47746,Robert,Mitchum,Technology,RCA Visys Integrated PBX 8-Line Router,Home Office,Concord,California,United States,West,Advance shipping,21-09-2021,O_ID_3000341,23-09-2021,Standard Class,4,2,6.0,199.9900055,1,13.0
C_ID_46501,Mary,Ausman,Furniture,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Corporate,Lewiston,Idaho,United States,West,Advance shipping,12/1/2021,O_ID_3000342,12/3/2021,Standard Class,4,2,3.900000095,129.9900055,1,60.52000046
C_ID_46596,Rebecca,Mautz,Furniture,Bevis 36 x 72 Conference Tables,Home Office,Miami,Florida,United States,South,Advance shipping,15-12-2021,O_ID_3000343,17-12-2021,Standard Class,4,2,1.5,50.0,1,8.729999542
C_ID_41666,Judy,Stevenson,Furniture,Riverside Furniture Stanwyck Manor Table Series,Consumer,Miami,Florida,United States,South,Advance shipping,1/9/2021,O_ID_3000344,3/9/2021,Standard Class,4,2,3.0,99.98999786,1,10.96000004
C_ID_50921,Raymond,Mitchum,Office Supplies,Binder Clips by OIC,Corporate,Great Falls,Montana,United States,West,Advance shipping,14-09-2021,O_ID_3000345,14-11-2021,Standard Class,4,2,12.0,120.0,1,186.2299957
C_ID_47546,Mary,Chand,Office Supplies,"Alliance Super-Size Bands, Assorted Sizes",Home Office,Miami,Florida,United States,South,Advance shipping,2/10/2021,O_ID_3000346,13-01-2021,Standard Class,4,2,5.199999809,129.9900055,1,15.60000038
C_ID_49856,Mary,Mitchum,Office Supplies,Things To Do Today Spiral Book,Corporate,Miami,Florida,United States,South,Advance shipping,22-12-2021,O_ID_3000347,24-12-2021,Standard Class,4,2,4.0,99.98999786,1,21.60000038
C_ID_42901,Amber,Mautz,Technology,Logitech Wireless Headset h800,Home Office,Great Falls,Montana,United States,West,Advance shipping,23-12-2021,O_ID_3000348,25-12-2021,Standard Class,4,2,12.0,299.980011,1,36.0
C_ID_41786,Judy,Engle,Office Supplies,GBC Personal VeloBind Strips,Consumer,Great Falls,Montana,United States,West,Advance shipping,1/9/2021,O_ID_3000349,3/9/2021,Standard Class,4,2,4.0,99.98999786,1,32.63999939
C_ID_48761,Timothy,Kimmel,Office Supplies,"Acco Banker's Clasps, 5 3/4""-Long",Consumer,Austin,Texas,United States,Central,Advance shipping,21-09-2021,O_ID_3000350,23-09-2021,Standard Class,4,2,5.199999809,129.9900055,1,58.65000153
C_ID_41541,Raymond,Kimmel,Office Supplies,Xerox 224,Consumer,Redondo Beach,California,United States,West,Advance shipping,14-09-2021,O_ID_3000351,14-11-2021,Standard Class,4,2,12.0,299.980011,1,138.2299957
C_ID_46501,Daniel,Moray,Office Supplies,Eldon Simplefile Box Office,Consumer,Lodi,California,United States,West,Advance shipping,16-01-2022,O_ID_3000352,18-01-2022,Standard Class,4,2,1.600000024,31.98999977,1,5.710000038
C_ID_43661,Amber,Kimmel,Technology,Logitech Wireless Anywhere Mouse MX for PC and Mac,Consumer,Redondo Beach,California,United States,West,Advance shipping,23-12-2021,O_ID_3000353,25-12-2021,Standard Class,4,2,15.0,299.980011,1,71.25
C_ID_49211,Mary,Kimmel,Technology,Logitech Wireless Gaming Headset G930,Consumer,Bloomington,Indiana,United States,Central,Advance shipping,31-12-2021,O_ID_3000354,2/1/2022,Standard Class,4,2,15.0,299.980011,1,82.63999939
C_ID_49311,Keith,Moray,Technology,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Consumer,Redondo Beach,California,United States,West,Advance shipping,13-07-2021,O_ID_3000355,13-09-2021,Standard Class,4,2,11.0,199.9900055,1,90.72000122
C_ID_41541,Ryan,Moray,Technology,AT&T SB67148 SynJ,Consumer,Redondo Beach,California,United States,West,Advance shipping,30-08-2021,O_ID_3000356,1/9/2021,Standard Class,4,2,22.0,120.0,1,173.8699951
C_ID_42916,Jennifer,Mitchum,Technology,Jawbone JAMBOX Wireless Bluetooth Speaker,Home Office,Philadelphia,Pennsylvania,United States,East,Advance shipping,25-09-2021,O_ID_3000357,27-09-2021,Standard Class,4,2,1.370000005,24.98999977,1,7.679999828
C_ID_46501,Grace,Nguyen,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,Corporate,Philadelphia,Pennsylvania,United States,East,Advance shipping,3/1/2022,O_ID_3000358,4/2/2022,Standard Class,4,2,16.5,299.980011,1,99.22000122
C_ID_50921,Rebecca,Hooks,Office Supplies,Prismacolor Color Pencil Set,Corporate,Philadelphia,Pennsylvania,United States,East,Advance shipping,21-12-2021,O_ID_3000359,23-12-2021,Standard Class,4,2,16.5,299.980011,1,28.35000038
C_ID_49311,Arthur,Nguyen,Office Supplies,Recycled Pressboard Report Cover with Reinforced Top Hinge,Corporate,Baltimore,Maryland,United States,East,Advance shipping,12/5/2021,O_ID_3000360,12/7/2021,Standard Class,4,2,22.0,120.0,1,170.0899963
